omega_rad_s,quantity,value_kind,gate_role,Q_floor,relative_gate,L1_real,L1_imag,L1_magnitude,L1_phase_unwrapped_deg,L2_real,L2_imag,L2_magnitude,L2_phase_unwrapped_deg,L3_real,L3_imag,L3_magnitude,L3_phase_unwrapped_deg,L1_L2_absolute_difference,L1_L2_relative_difference,L2_L3_absolute_difference,L2_L3_relative_difference,L2_L3_relative_difference_floor_x0p1,L2_L3_relative_difference_floor_x10,floor_sensitivity_status,convergence_ratio,monotonicity,complex_trajectory,complex_turn_angle_deg,observed_order,richardson_extrapolated,fine_grid_GCI,asymptotic_range,classification,gate_status
1,F3_REAL,REAL_SCALAR,DIAGNOSTIC_GCI_ONLY,1,NaN,-450989.023020461,0,450989.023020461,NaN,288653.425670831,0,288653.425670831,NaN,383582.665610315,0,383582.665610315,NaN,739642.448691292,2.56238929772741,94929.239939484,0.247480526234007,0.247480526234007,0.247480526234007,DIAGNOSTIC_NO_GATE,0.12834476997291,MONOTONIC,NOT_APPLICABLE_REAL,NaN,NaN,NaN,NaN,NOT_DEMONSTRATED,DIAGNOSTIC_ONLY,NOT_APPLICABLE
1,F3_IMAG,REAL_SCALAR,DIAGNOSTIC_GCI_ONLY,1,NaN,680669.314028212,0,680669.314028212,NaN,76564.0470701245,0,76564.0470701245,NaN,101132.938127187,0,101132.938127187,NaN,604105.266958087,7.89019507295365,24568.8910570625,0.242936589325271,0.242936589325271,0.242936589325271,DIAGNOSTIC_NO_GATE,0.0406698838776505,OSCILLATORY,NOT_APPLICABLE_REAL,NaN,NaN,NaN,NaN,NOT_DEMONSTRATED,DIAGNOSTIC_ONLY,NOT_APPLICABLE
1,RAO3,COMPLEX,MANDATORY,1e-06,0.1,1.00532584708198,-0.0359898890202989,1.00596984593118,-2.05026909780916,1.15841138281053,-0.0375658463158969,1.15902032968988,-1.85738025563766,1.12138316654222,-0.0248319793715156,1.12165807330209,-1.26855402319392,0.153093647453755,0.132088837039398,0.0391566107748097,0.0349095786914233,0.0349095786914233,0.0349095786914233,STABLE_X0P1_TO_X10,0.255769010837877,NOT_APPLICABLE_COMPLEX,REVERSING,161.611912857692,NaN,NaN,NaN,NOT_DEMONSTRATED,OSCILLATORY_CONVERGENCE,PASS
1,RAO3_REAL,REAL_SCALAR,DIAGNOSTIC_GCI_ONLY,1e-06,NaN,1.00532584708198,0,1.00532584708198,NaN,1.15841138281053,0,1.15841138281053,NaN,1.12138316654222,0,1.12138316654222,NaN,0.15308553572855,0.132151270265607,0.03702821626831,0.0330201285101205,0.0330201285101205,0.0330201285101205,DIAGNOSTIC_NO_GATE,0.241879261107778,OSCILLATORY,NOT_APPLICABLE_REAL,NaN,NaN,NaN,NaN,NOT_DEMONSTRATED,DIAGNOSTIC_ONLY,NOT_APPLICABLE
1,RAO3_IMAG,REAL_SCALAR,DIAGNOSTIC_GCI_ONLY,1e-06,NaN,-0.0359898890202989,0,0.0359898890202989,NaN,-0.0375658463158969,0,0.0375658463158969,NaN,-0.0248319793715156,0,0.0248319793715156,NaN,0.001575957295598,0.0419518645299652,0.0127338669443813,0.51280112446405,0.51280112446405,0.51280112446405,DIAGNOSTIC_NO_GATE,8.08008375604455,OSCILLATORY,NOT_APPLICABLE_REAL,NaN,NaN,NaN,NaN,NOT_DEMONSTRATED,DIAGNOSTIC_ONLY,NOT_APPLICABLE
1,D3,COMPLEX,DIAGNOSTIC,1,NaN,-472232.988355897,660157.801683817,811672.543834982,125.577409997287,246777.548001533,74096.694651181,257661.557776629,16.7127542600729,339898.33201938,97712.6193486324,353664.575678039,16.0386741869847,927601.084825432,3.60007559074677,96068.6854048404,0.271637851262483,0.271637851262483,0.271637851262483,DIAGNOSTIC_NO_GATE,0.103566810104497,NOT_APPLICABLE_COMPLEX,DIRECT,53.4137624647169,NaN,NaN,NaN,NOT_DEMONSTRATED,DIAGNOSTIC_ONLY,NOT_APPLICABLE
1,D3_REAL,REAL_SCALAR,DIAGNOSTIC_GCI_ONLY,1,NaN,-472232.988355897,0,472232.988355897,NaN,246777.548001533,0,246777.548001533,NaN,339898.33201938,0,339898.33201938,NaN,719010.53635743,2.91359786244802,93120.784017847,0.27396658131449,0.27396658131449,0.27396658131449,DIAGNOSTIC_NO_GATE,0.129512405325247,MONOTONIC,NOT_APPLICABLE_REAL,NaN,NaN,NaN,NaN,NOT_DEMONSTRATED,DIAGNOSTIC_ONLY,NOT_APPLICABLE
1,D3_IMAG,REAL_SCALAR,DIAGNOSTIC_GCI_ONLY,1,NaN,660157.801683817,0,660157.801683817,NaN,74096.694651181,0,74096.694651181,NaN,97712.6193486324,0,97712.6193486324,NaN,586061.107032636,7.90940958691327,23615.9246974514,0.241687561492864,0.241687561492864,0.241687561492864,DIAGNOSTIC_NO_GATE,0.0402960107983011,OSCILLATORY,NOT_APPLICABLE_REAL,NaN,NaN,NaN,NaN,NOT_DEMONSTRATED,DIAGNOSTIC_ONLY,NOT_APPLICABLE
1.4,A33,REAL_SCALAR,MANDATORY,1,0.05,129810.687683819,0,129810.687683819,NaN,110050.413908412,0,110050.413908412,NaN,79468.2702310757,0,79468.2702310757,NaN,19760.273775407,0.179556560249307,30582.1436773363,0.384834646437004,0.384834646437004,0.384834646437004,STABLE_X0P1_TO_X10,1.54765789304994,MONOTONIC,NOT_APPLICABLE_REAL,NaN,NaN,NaN,NaN,NOT_DEMONSTRATED,NONCONVERGENT,FAIL
1.4,B33,REAL_SCALAR,MANDATORY,1,0.05,1788.12721587642,0,1788.12721587642,NaN,4637.96509500037,0,4637.96509500037,NaN,31318.0448974964,0,31318.0448974964,NaN,2849.83787912395,0.614458673308261,26680.079802496,0.851907578835768,0.851907578835768,0.851907578835768,STABLE_X0P1_TO_X10,9.36196406046002,MONOTONIC,NOT_APPLICABLE_REAL,NaN,NaN,NaN,NaN,NOT_DEMONSTRATED,NONCONVERGENT,FAIL
1.4,F3,COMPLEX,MANDATORY,1,0.05,183239.45602297,2719.18078581343,183259.630545682,0.850177966908361,224315.725733268,7037.72312999802,224426.099993065,1.79701892867608,289181.578415006,47673.1156967012,293084.819215915,9.36131390944679,41302.6602205192,0.184036795282703,76542.8897624006,0.261162928762993,0.261162928762993,0.261162928762993,STABLE_X0P1_TO_X10,1.85321936538059,NOT_APPLICABLE_COMPLEX,DIRECT,26.0634721679686,NaN,NaN,NaN,NOT_DEMONSTRATED,NONCONVERGENT,FAIL
1.4,F3_REAL,REAL_SCALAR,DIAGNOSTIC_GCI_ONLY,1,NaN,183239.45602297,0,183239.45602297,NaN,224315.725733268,0,224315.725733268,NaN,289181.578415006,0,289181.578415006,NaN,41076.269710298,0.18311810095357,64865.852681738,0.224308384501065,0.224308384501065,0.224308384501065,DIAGNOSTIC_NO_GATE,1.57915636301015,MONOTONIC,NOT_APPLICABLE_REAL,NaN,NaN,NaN,NaN,NOT_DEMONSTRATED,DIAGNOSTIC_ONLY,NOT_APPLICABLE
1.4,F3_IMAG,REAL_SCALAR,DIAGNOSTIC_GCI_ONLY,1,NaN,2719.18078581343,0,2719.18078581343,NaN,7037.72312999802,0,7037.72312999802,NaN,47673.1156967012,0,47673.1156967012,NaN,4318.54234418459,0.613627769154057,40635.3925667032,0.85237543157925,0.85237543157925,0.85237543157925,DIAGNOSTIC_NO_GATE,9.40951583383763,MONOTONIC,NOT_APPLICABLE_REAL,NaN,NaN,NaN,NaN,NOT_DEMONSTRATED,DIAGNOSTIC_ONLY,NOT_APPLICABLE
1.4,RAO3,COMPLEX,MANDATORY,1e-06,0.1,33.1423364903337,-19.9542032627334,38.6857169493986,-31.0511340640284,4.95057909447238,-0.563291389724341,4.98252250976998,-6.49136407720045,2.48659068797252,-0.578245824054069,2.55293977260483,-13.0912136614972,34.2167013070212,6.86734505261689,2.46403378679592,0.965175055532861,0.965175055532861,0.965175055532861,STABLE_X0P1_TO_X10,0.0720126047419512,NOT_APPLICABLE_COMPLEX,DIRECT,34.8687854168115,NaN,NaN,NaN,NOT_DEMONSTRATED,PRE_ASYMPTOTIC,FAIL
1.4,RAO3_REAL,REAL_SCALAR,DIAGNOSTIC_GCI_ONLY,1e-06,NaN,33.1423364903337,0,33.1423364903337,NaN,4.95057909447238,0,4.95057909447238,NaN,2.48659068797252,0,2.48659068797252,NaN,28.1917573958613,5.69463831561425,2.46398840649986,0.990910332938193,0.990910332938193,0.990910332938193,DIAGNOSTIC_NO_GATE,0.0874010219335098,MONOTONIC,NOT_APPLICABLE_REAL,NaN,9.82937325952797,2.33204892816323,0.0776875746764438,DEMONSTRATED_FOR_REAL_SCALAR,DIAGNOSTIC_ONLY,NOT_APPLICABLE
1.4,RAO3_IMAG,REAL_SCALAR,DIAGNOSTIC_GCI_ONLY,1e-06,NaN,-19.9542032627334,0,19.9542032627334,NaN,-0.563291389724341,0,0.563291389724341,NaN,-0.578245824054069,0,0.578245824054069,NaN,19.3909118730091,34.4243001521795,0.014954434329728,0.0258617247330604,0.0258617247330604,0.0258617247330604,DIAGNOSTIC_NO_GATE,0.000771208410809376,OSCILLATORY,NOT_APPLICABLE_REAL,NaN,NaN,NaN,NaN,NOT_DEMONSTRATED,DIAGNOSTIC_ONLY,NOT_APPLICABLE
1.4,D3,COMPLEX,DIAGNOSTIC,1,NaN,4021.63983117277,2503.37810222699,4737.13931127056,31.9013120309368,44572.1975948728,6493.15113300052,45042.6665515306,8.28838300587658,106100.388592222,43845.262856495,114802.872500542,22.452527570944,40746.3620926367,0.904617004546595,71978.4588443702,0.626974371604078,0.626974371604078,0.626974371604078,DIAGNOSTIC_NO_GATE,1.76650025051875,NOT_APPLICABLE_COMPLEX,DIRECT,25.6415618277588,NaN,NaN,NaN,NOT_DEMONSTRATED,DIAGNOSTIC_ONLY,NOT_APPLICABLE
1.4,D3_REAL,REAL_SCALAR,DIAGNOSTIC_GCI_ONLY,1,NaN,4021.63983117277,0,4021.63983117277,NaN,44572.1975948728,0,44572.1975948728,NaN,106100.388592222,0,106100.388592222,NaN,40550.5577637,0.909772457985437,61528.1909973492,0.579905425547704,0.579905425547704,0.579905425547704,DIAGNOSTIC_NO_GATE,1.51732046093896,MONOTONIC,NOT_APPLICABLE_REAL,NaN,NaN,NaN,NaN,NOT_DEMONSTRATED,DIAGNOSTIC_ONLY,NOT_APPLICABLE
1.4,D3_IMAG,REAL_SCALAR,DIAGNOSTIC_GCI_ONLY,1,NaN,2503.37810222699,0,2503.37810222699,NaN,6493.15113300052,0,6493.15113300052,NaN,43845.262856495,0,43845.262856495,NaN,3989.77303077353,0.614458673308261,37352.1117234945,0.851907578835768,0.851907578835768,0.851907578835768,DIAGNOSTIC_NO_GATE,9.36196406046003,MONOTONIC,NOT_APPLICABLE_REAL,NaN,NaN,NaN,NaN,NOT_DEMONSTRATED,DIAGNOSTIC_ONLY,NOT_APPLICABLE
1.5,A33,REAL_SCALAR,MANDATORY,1,0.05,156808.425369205,0,156808.425369205,NaN,133064.179651072,0,133064.179651072,NaN,105617.326109004,0,105617.326109004,NaN,23744.245718133,0.178442055408123,27446.853542068,0.259870748041292,0.259870748041292,0.259870748041292,STABLE_X0P1_TO_X10,1.1559370580935,MONOTONIC,NOT_APPLICABLE_REAL,NaN,NaN,NaN,NaN,NOT_DEMONSTRATED,NONCONVERGENT,FAIL
1.5,B33,REAL_SCALAR,MANDATORY,1,0.05,2715.23123129849,0,2715.23123129849,NaN,5165.58188604988,0,5165.58188604988,NaN,22812.9887040188,0,22812.9887040188,NaN,2450.35065475139,0.474361012719358,17647.4068179689,0.773568384525615,0.773568384525615,0.773568384525615,STABLE_X0P1_TO_X10,7.2019924102493,MONOTONIC,NOT_APPLICABLE_REAL,NaN,NaN,NaN,NaN,NOT_DEMONSTRATED,NONCONVERGENT,FAIL
1.5,F3,COMPLEX,MANDATORY,1,0.05,58556.2948656856,4433.15847286096,58723.867059677,4.32946878391299,114780.189871289,8442.43437898729,115090.254518498,4.20670474987242,181570.539777509,37475.1489710522,185397.539642517,11.6617782066139,56366.662690748,0.489760518182609,72827.5315878521,0.392818220394284,0.392818220394284,0.392818220394284,STABLE_X0P1_TO_X10,1.29203199393613,NOT_APPLICABLE_COMPLEX,DIRECT,19.4150201320407,NaN,NaN,NaN,NOT_DEMONSTRATED,NONCONVERGENT,FAIL
1.5,F3_REAL,REAL_SCALAR,DIAGNOSTIC_GCI_ONLY,1,NaN,58556.2948656856,0,58556.2948656856,NaN,114780.189871289,0,114780.189871289,NaN,181570.539777509,0,181570.539777509,NaN,56223.8950056034,0.489839710743214,66790.34990622,0.367847944870698,0.367847944870698,0.367847944870698,DIAGNOSTIC_NO_GATE,1.1879353057906,MONOTONIC,NOT_APPLICABLE_REAL,NaN,NaN,NaN,NaN,NOT_DEMONSTRATED,DIAGNOSTIC_ONLY,NOT_APPLICABLE
