omegaRadPerSecond,level,quantity,characteristicMeshSizeM,value,zeroMeshExtrapolate,absoluteErrorToExtrapolate,coarseMinusMedium,mediumMinusFine
1.1,Coarse,RAO3,10.0936485599831,1.23322369786036,4.32555772206707,3.09233402420672,0.124261561872845,-0.125836496747576
1.1,Medium,A33,8.3776607432782,-169162.355972259,7595624.37128684,7764786.7272591,300433.730105335,-303470.903640949
1.1,Medium,B33,8.3776607432782,342421.249743246,-7644399.34184905,7986820.5915923,-342228.630261515,291240.202833008
1.1,Medium,F3,8.3776607432782,850245.47614884,-11312888.4788858,12163133.9550347,-475002.747646095,472607.651967852
1.1,Medium,RAO3,8.3776607432782,1.10896213598751,4.32555772206707,3.21659558607956,0.124261561872845,-0.125836496747576
1.1,Fine,A33,6.76557138864621,134308.54766869,7595624.37128684,7461315.82361815,300433.730105335,-303470.903640949
1.1,Fine,B33,6.76557138864621,51181.0469102381,-7644399.34184905,7695580.38875929,-342228.630261515,291240.202833008
1.1,Fine,F3,6.76557138864621,377637.824180989,-11312888.4788858,11690526.3030668,-475002.747646095,472607.651967852
1.1,Fine,RAO3,6.76557138864621,1.23479863273509,4.32555772206707,3.09075908933199,0.124261561872845,-0.125836496747576
1.2,Coarse,A33,9.03083574472847,136720.019803724,618168.344775822,481448.324972098,28712.1899474787,-14288.2255914143
1.2,Coarse,B33,9.03083574472847,103.681687533245,288596.368782613,288492.68709508,-2349.27017710514,-19634.2874744941
1.2,Coarse,F3,9.03083574472847,304779.01913053,-411049.13914907,715828.1582796,-44784.5186966627,20057.9930758933
1.2,Coarse,RAO3,9.03083574472847,1.49021411395758,2.58899261524634,1.09877850128876,0.0685504092888332,-0.0308976493426627
1.2,Medium,A33,7.49553322051981,108007.829856245,618168.344775822,510160.514919576,28712.1899474787,-14288.2255914143
1.2,Medium,B33,7.49553322051981,2452.95186463838,288596.368782613,286143.416917975,-2349.27017710514,-19634.2874744941
1.2,Medium,F3,7.49553322051981,349563.537827193,-411049.13914907,760612.676976263,-44784.5186966627,20057.9930758933
1.2,Medium,RAO3,7.49553322051981,1.42166370466875,2.58899261524634,1.16732891057759,0.0685504092888332,-0.0308976493426627
1.2,Fine,A33,6.05318914830544,122296.05544766,618168.344775822,495872.289328162,28712.1899474787,-14288.2255914143
1.2,Fine,B33,6.05318914830544,22087.2393391325,288596.368782613,266509.129443481,-2349.27017710514,-19634.2874744941
1.2,Fine,F3,6.05318914830544,329505.5447513,-411049.13914907,740554.683900369,-44784.5186966627,20057.9930758933
1.2,Fine,RAO3,6.05318914830544,1.45256135401141,2.58899261524634,1.13643126123493,0.0685504092888332,-0.0308976493426627
1.3,Coarse,A33,8.19908405382404,139808.888631206,318711.262011869,178902.373380664,13567.1405639125,-3668.44652033351
1.3,Coarse,B33,8.19908405382404,60.7454222367396,182442.076973034,182381.331550797,-829.614162423792,-12041.3289998747
1.3,Coarse,F3,8.19908405382404,235889.206435134,-78808.9643726468,314698.170807781,-25434.2697951016,5564.53752156862
1.3,Coarse,RAO3,8.19908405382404,2.40619574896595,5.30690757527378,2.90071182630783,0.245927400508164,-0.0447854301474928
1.3,Medium,A33,6.80518488437199,126241.748067293,318711.262011869,192469.513944576,13567.1405639125,-3668.44652033351
1.3,Medium,B33,6.80518488437199,890.359584660532,182442.076973034,181551.717388373,-829.614162423792,-12041.3289998747
1.3,Medium,F3,6.80518488437199,261323.476230236,-78808.9643726468,340132.440602882,-25434.2697951016,5564.53752156862
1.3,Medium,RAO3,6.80518488437199,2.16026834845779,5.30690757527378,3.14663922681599,0.245927400508164,-0.0447854301474928
1.3,Fine,A33,5.4956825728585,129910.194587626,318711.262011869,188801.067424243,13567.1405639125,-3668.44652033351
1.3,Fine,B33,5.4956825728585,12931.6885845352,182442.076973034,169510.388388499,-829.614162423792,-12041.3289998747
1.3,Fine,F3,5.4956825728585,255758.938708667,-78808.9643726468,334567.903081314,-25434.2697951016,5564.53752156862
1.3,Fine,RAO3,5.4956825728585,2.20505377860528,5.30690757527378,3.1018537966685,0.245927400508164,-0.0447854301474928
1.4,Coarse,A33,7.5352768104006,141767.884880012,220902.922824974,79135.0379449622,6926.41637551217,-1098.80737578394
1.4,Coarse,B33,7.5352768104006,35.3525687958609,184302.252335977,184266.899767181,-609.975025230287,-12036.5922571737
1.4,Coarse,F3,7.5352768104006,169128.257627248,18524.2360876251,150604.021539622,-15140.8400305469,981.892823518574
1.4,Coarse,RAO3,7.5352768104006,10.565937988265,-1491.52049251096,1502.08643049923,-60.4836502061702,61.0541514471038
1.4,Medium,A33,6.25422931550268,134841.4685045,220902.922824974,86061.4543204743,6926.41637551217,-1098.80737578394
1.4,Medium,B33,6.25422931550268,645.327594026147,184302.252335977,183656.924741951,-609.975025230287,-12036.5922571737
1.4,Medium,F3,6.25422931550268,184269.097657795,18524.2360876251,165744.861570169,-15140.8400305469,981.892823518574
1.4,Medium,RAO3,6.25422931550268,71.0495881944352,-1491.52049251096,1562.5700807054,-60.4836502061702,61.0541514471038
1.4,Fine,A33,5.05074581218241,135940.275880284,220902.922824974,84962.6469446904,6926.41637551217,-1098.80737578394
1.4,Fine,B33,5.05074581218241,12681.9198511998,184302.252335977,171620.332484777,-609.975025230287,-12036.5922571737
1.4,Fine,F3,5.05074581218241,183287.204834276,18524.2360876251,164762.968746651,-15140.8400305469,981.892823518574
1.4,Fine,RAO3,5.05074581218241,9.9954367473314,-1491.52049251096,1501.5159292583,-60.4836502061702,61.0541514471038
1.5,Coarse,A33,6.99655888626689,143101.277201016,98160.6230732374,44940.6541277784,-213.884982238407,2730.24045708601
1.5,Coarse,B33,6.99655888626689,17.807141300233,293409.112968737,293391.305827437,-791.133865460165,-19062.7968145025
1.5,Coarse,F3,6.99655888626689,105594.896477425,290346.456749762,184751.560272338,684.425318958485,-11334.38921069
1.5,Coarse,RAO3,6.99655888626689,0.765516359754049,2.40057812207589,1.63506176232185,0.00763507347198511,-0.0994165176368618
1.5,Medium,A33,5.80709704436257,143315.162183254,98160.6230732374,45154.5391100168,-213.884982238407,2730.24045708601
1.5,Medium,B33,5.80709704436257,808.941006760397,293409.112968737,292600.171961977,-791.133865460165,-19062.7968145025
1.5,Medium,F3,5.80709704436257,104910.471158466,290346.456749762,185435.985591296,684.425318958485,-11334.38921069
1.5,Medium,RAO3,5.80709704436257,0.757881286282064,2.40057812207589,1.64269683579383,0.00763507347198511,-0.0994165176368618
1.5,Fine,A33,4.68965392827041,140584.921726168,98160.6230732374,42424.2986529308,-213.884982238407,2730.24045708601
1.5,Fine,B33,4.68965392827041,19871.7378212629,293409.112968737,273537.375147474,-791.133865460165,-19062.7968145025
1.5,Fine,F3,4.68965392827041,116244.860369156,290346.456749762,174101.596380606,684.425318958485,-11334.38921069
1.5,Fine,RAO3,4.68965392827041,0.857297803918925,2.40057812207589,1.54328031815697,0.00763507347198511,-0.0994165176368618
1.6,Coarse,A33,6.55300369716416,144053.726018567,-487183.981033122,631237.707051689,-20157.4631381138,28636.0308930239
1.6,Coarse,B33,6.55300369716416,4.14251665268583,532893.652358496,532889.509841844,-2701.02593987012,-35339.7304880663
1.6,Coarse,F3,6.55300369716416,46581.390404107,1693575.46412381,1646994.0737197,35560.8155828835,-84360.6548996908
1.6,Coarse,RAO3,6.55300369716416,0.173859332540602,6.80130286497754,6.62744353243694,0.139372418397662,-0.341572313525931
1.6,Medium,A33,5.43894920632952,164211.189156681,-487183.981033122,651395.170189803,-20157.4631381138,28636.0308930239
1.6,Medium,B33,5.43894920632952,2705.16845652281,532893.652358496,530188.483901973,-2701.02593987012,-35339.7304880663
1.6,Medium,F3,5.43894920632952,11020.5748212236,1693575.46412381,1682554.88930259,35560.8155828835,-84360.6548996908
1.6,Medium,RAO3,5.43894920632952,0.0344869141429399,6.80130286497754,6.7668159508346,0.139372418397662,-0.341572313525931
1.6,Fine,A33,4.39234772835215,135575.158263657,-487183.981033122,622759.139296779,-20157.4631381138,28636.0308930239
1.6,Fine,B33,4.39234772835215,38044.8989445891,532893.652358496,494848.753413907,-2701.02593987012,-35339.7304880663
1.6,Fine,F3,4.39234772835215,95381.2297209144,1693575.46412381,1598194.2344029,35560.8155828835,-84360.6548996908
1.6,Fine,RAO3,4.39234772835215,0.376059227668871,6.80130286497754,6.42524363730867,0.139372418397662,-0.341572313525931
1.7,Coarse,A33,6.18318958000152,144758.198137245,2484835.78289703,2340077.58475978,108755.555401357,-86888.2980084551
1.7,Coarse,B33,6.18318958000152,-7.4202780568101,3456.06932042243,3463.48959847924,-17161.0692778198,-9937.19232017767
1.7,Coarse,F3,6.18318958000152,6570.5028385553,-6736927.13623474,6743497.6390733,-317908.082496089,247839.905140587
1.7,Coarse,RAO3,6.18318958000152,0.0161813955837618,-79.5498820878559,79.5660634834397,-3.35425016957722,3.14889142007011
1.7,Medium,A33,5.13200596442327,36002.642735888,2484835.78289703,2448833.14016114,108755.555401357,-86888.2980084551
1.7,Medium,B33,5.13200596442327,17153.648999763,3456.06932042243,13697.5796793405,-17161.0692778198,-9937.19232017767
1.7,Medium,F3,5.13200596442327,324478.585334645,-6736927.13623474,7061405.72156939,-317908.082496089,247839.905140587
1.7,Medium,RAO3,5.13200596442327,3.37043156516098,-79.5498820878559,82.9203136530169,-3.35425016957722,3.14889142007011
1.7,Fine,A33,4.14446869875007,122890.940744343,2484835.78289703,2361944.84215268,108755.555401357,-86888.2980084551
1.7,Fine,B33,4.14446869875007,27090.8413199406,3456.06932042243,23634.7719995182,-17161.0692778198,-9937.19232017767
1.7,Fine,F3,4.14446869875007,76638.6801940573,-6736927.13623474,6813565.8164288,-317908.082496089,247839.905140587
1.7,Fine,RAO3,4.14446869875007,0.221540145090867,-79.5498820878559,79.7714222329468,-3.35425016957722,3.14889142007011
1.8,Coarse,A33,5.87144640921607,145293.129247654,591098.804187872,445805.674940218,30297.2267583118,-11129.2779528236
1.8,Coarse,B33,5.87144640921607,-17.7097714505414,208543.514095193,208561.223866644,-556.860512163871,-13547.9198043077
1.8,Coarse,F3,5.87144640921607,52561.9341604487,-125501.511035798,178063.445196247,8457.08230026049,16086.4205355119
1.8,Coarse,RAO3,5.87144640921607,0.0951567917013344,-0.553117023362018,0.648273815063352,-0.00194556900243284,0.0400293949176013
1.8,Medium,A33,4.8732612193141,114995.902489342,591098.804187872,476102.90169853,30297.2267583118,-11129.2779528236
1.8,Medium,B33,4.8732612193141,539.15074071333,208543.514095193,208004.36335448,-556.860512163871,-13547.9198043077
1.8,Medium,F3,4.8732612193141,44104.8518601882,-125501.511035798,169606.362895986,8457.08230026049,16086.4205355119
1.8,Medium,RAO3,4.8732612193141,0.0971023607037672,-0.553117023362018,0.650219384065785,-0.00194556900243284,0.0400293949176013
1.8,Fine,A33,3.93551346672093,126125.180442166,591098.804187872,464973.623745706,30297.2267583118,-11129.2779528236
1.8,Fine,B33,3.93551346672093,14087.0705450211,208543.514095193,194456.443550172,-556.860512163871,-13547.9198043077
1.8,Fine,F3,3.93551346672093,28018.4313246764,-125501.511035798,153519.942360475,8457.08230026049,16086.4205355119
1.8,Fine,RAO3,3.93551346672093,0.0570729657861659,-0.553117023362018,0.610189989148184,-0.00194556900243284,0.0400293949176013
1.9,Coarse,A33,5.60608976948317,145707.739105097,414631.346499986,268923.607394889,20474.8668449317,-5468.53435926905
1.9,Coarse,B33,5.60608976948317,-27.1121430077557,181796.424632571,181823.536775579,-156.657231862748,-11624.8771431684
1.9,Coarse,F3,5.60608976948317,90216.4521911477,1080453.87874065,990237.426549504,66532.8827261822,-25153.4595936027
1.9,Coarse,RAO3,5.60608976948317,0.127620062087415,1.52151359004812,1.39389352796071,0.0902052674072013,-0.0373597831575539
1.9,Medium,A33,4.65301698449182,125232.872260165,414631.346499986,289398.474239821,20474.8668449317,-5468.53435926905
1.9,Medium,B33,4.65301698449182,129.545088854992,181796.424632571,181666.879543716,-156.657231862748,-11624.8771431684
1.9,Medium,F3,4.65301698449182,23683.5694649655,1080453.87874065,1056770.30927569,66532.8827261822,-25153.4595936027
1.9,Medium,RAO3,4.65301698449182,0.0374147946802138,1.52151359004812,1.48409879536791,0.0902052674072013,-0.0373597831575539
1.9,Fine,A33,3.75765020162948,130701.406619434,414631.346499986,283929.939880552,20474.8668449317,-5468.53435926905
1.9,Fine,B33,3.75765020162948,11754.4222320234,181796.424632571,170042.002400547,-156.657231862748,-11624.8771431684
1.9,Fine,F3,3.75765020162948,48837.0290585682,1080453.87874065,1031616.84968208,66532.8827261822,-25153.4595936027
1.9,Fine,RAO3,3.75765020162948,0.0747745778377678,1.52151359004812,1.44673901221035,0.0902052674072013,-0.0373597831575539
2,Coarse,A33,5.37825774772169,146034.428244045,352743.143869563,206708.715625518,15595.5778216213,-4284.07612716286
2,Coarse,B33,5.37825774772169,-35.8024668560477,271637.59634407,271673.398810926,-80.4467879895251,-17282.4332316126
2,Coarse,F3,5.37825774772169,118561.214560928,921692.199950012,803130.985389085,49262.4671558703,-23061.4660457324
2,Coarse,RAO3,5.37825774772169,0.136324066209685,0.998088351242102,0.861764285032417,0.0504859401170321,-0.0260887861764269
2,Medium,A33,4.46391793141601,130438.850422423,352743.143869563,222304.29344714,15595.5778216213,-4284.07612716286
2,Medium,B33,4.46391793141601,44.6443211334774,271637.59634407,271592.952022936,-80.4467879895251,-17282.4332316126
2,Medium,F3,4.46391793141601,69298.7474050572,921692.199950012,852393.452544955,49262.4671558703,-23061.4660457324
2,Medium,RAO3,4.46391793141601,0.0858381260926528,0.998088351242102,0.912250225149449,0.0504859401170321,-0.0260887861764269
2,Fine,A33,3.60493893982095,134722.926549586,352743.143869563,218020.217319977,15595.5778216213,-4284.07612716286
2,Fine,B33,3.60493893982095,17327.0775527461,271637.59634407,254310.518791324,-80.4467879895251,-17282.4332316126
2,Fine,F3,3.60493893982095,92360.2134507896,921692.199950012,829331.986499223,49262.4671558703,-23061.4660457324
2,Fine,RAO3,3.60493893982095,0.11192691226908,0.998088351242102,0.886161438973022,0.0504859401170321,-0.0260887861764269
